ProductionVolume,ProductionCost,SupplierQuality,DeliveryDelay,DefectRate,QualityScore,MaintenanceHours,DowntimePercentage,InventoryTurnover,StockoutRate,WorkerProductivity,SafetyIncidents,EnergyConsumption,EnergyEfficiency,AdditiveProcessTime,AdditiveMaterialCost,DefectStatus
221,12587.790394277436,92.01584298679238,2,2.4252825678217382,97.5072840863788,0,2.6339595492569186,5.93341834326768,0.03295478852381818,85.3163618042359,6,3023.8915547400375,0.31707125091658905,5.965972023040868,364.6381764945946,0
566,17610.545420168,94.0173139448776,3,1.9878482968679392,76.22084620814144,6,3.3623997479125336,8.851859599025223,0.0946887482274853,88.99182062184799,1,2952.2623042315745,0.2592711138588276,5.724689529293646,482.3106496966153,0
314,15992.023171493758,85.70411605360829,0,0.9064335213458287,82.75076410091509,3,4.1791663045492005,3.5473960883415403,0.050271210806132775,97.9026549458812,6,2449.9839148966976,0.39510267912466834,3.845701181484266,159.55688053495768,0
187,12625.408203744199,89.64034679553865,3,0.9704950616796092,99.82080913057516,9,0.2605566430491829,3.1729128942650435,0.033878650538354795,97.73729658783195,5,1064.1293777041208,0.14555048153160374,7.463574838022938,170.61159066064494,0
376,17001.06453048739,81.99159427080058,4,2.794504766925246,94.08558255417903,5,1.3044615259876802,9.221543823379674,0.050876679928968195,86.42676881192952,7,1773.6743965741998,0.27797919130879534,9.975677596637182,141.89828357559264,0
413,15996.069440445122,87.53972334573683,3,1.8939406243333419,96.34622245361439,7,2.2967260152937192,7.326804875943958,0.03854838907307206,80.50346259411221,7,4218.4942227817255,0.1637877381283298,5.942599229161553,392.763444404738,0
660,13313.39771198025,91.5133050599484,5,1.5396626207617676,78.94120651385913,4,4.475647407463956,3.7161589824938286,0.025499239641094906,98.5335540099103,7,4314.237195497418,0.18851091471058024,8.930290908041567,273.4625403086793,0
604,15831.064073041056,86.01932639263244,2,1.073174162150124,86.10756157363703,10,1.8688462740635092,6.701672239614913,0.024878454380136073,97.06006858823216,6,2528.162342746966,0.2942100107241404,7.967549307609958,183.37910628334828,0
373,10332.395156620361,89.3711398918227,0,0.8375994000181317,79.61838100629951,3,3.985128716712037,8.381652587899014,0.0005367057978507451,90.6424893067795,7,1445.8767447902185,0.29693086007388475,7.030858487507532,243.96035588081998,0
415,13823.034004225858,84.18194729179228,5,1.1278705125185118,78.74934107285841,0,2.6325942570520713,4.186537784112805,0.09928778653827537,84.81375863460919,9,1348.0469032293704,0.4839863254848257,4.036006198707618,239.25973905878539,0
445,13699.756811421968,88.51011318543685,0,1.6430951709300323,99.71613963597058,8,0.6092512512921144,3.820290650126661,0.009038324280345067,83.68092975312457,0,4762.245149890545,0.4134442942373472,2.4060172031625857,271.53577584829645,0
466,17074.834995211546,96.33310486403246,5,0.9097978193698144,78.54208893210743,7,1.6806076791732438,7.612027661499924,0.05008509732374883,82.93114281962853,1,3314.6555403919506,0.28357000523100484,1.7848936082705924,286.51435560079113,0
576,13973.379410956082,95.30632599050773,1,2.8008308581071555,94.7783646615155,10,4.746638892727296,7.495687639894757,0.07949861896174555,85.0567791993142,3,3628.707743379867,0.14170114628984576,7.84644534117165,460.7452044493463,0
351,7767.14379700459,96.03680336905612,3,2.861097854420648,78.40264955831805,2,2.5633482658800104,8.401103539071533,0.0037256189941034415,93.11074062876132,3,3945.504270857192,0.4526575020723739,4.714012187354398,146.28593133747006,0
256,11872.80330106839,83.36040104385357,2,0.8337159759831383,96.75917302001594,2,2.618771722371975,8.263536327029538,0.0709132055557588,84.69947084904805,9,3099.151744604386,0.2838374090962952,5.961550564264315,401.1350350406891,0
747,7383.622515040303,88.38669360838577,5,2.2206406906251988,82.11787574311569,7,1.4327295885923137,4.564079641276909,0.02491866866941286,90.06794290297904,4,3342.585308361856,0.33021260648145595,9.38484199880315,194.9263035803648,0
162,7030.311234165283,88.21463086982024,4,2.444527290271525,83.86955451119633,8,4.174372531344964,6.974716691952154,0.02714001595379515,91.04146207895263,5,2060.7134691567626,0.456845857267388,8.669714797943042,131.59898888503764,0
598,14854.327344007093,80.14706089108854,3,2.507514382063345,98.52458637539519,9,2.1073272422465457,4.360058089950856,0.023253294738528465,80.61126742519532,8,4645.125349702468,0.11735917843377096,8.798195325614326,368.6785139089199,0
388,8925.58525603859,99.58063681583334,2,2.499772185120964,93.52596661505427,10,4.409798382427206,7.7183888618647645,0.03264902949574688,98.89343769570476,6,3493.685607691487,0.3146441293186807,2.57526946651502,481.29832301154966,0
589,8743.192997742592,98.19860316319438,2,0.5152453159218762,96.8738199819114,6,2.858595502125212,2.5479765981014317,0.0009999795455803318,99.43398155673462,9,2414.8543179776852,0.45438231518442584,4.835012659257528,453.1683089012644,0
673,11166.434039010597,89.61119881672536,5,1.3468999175593803,97.01318947498393,10,0.41635440654037015,6.588608702016129,0.0028311467385230163,99.32153442174027,9,4491.297649471435,0.47254450743092724,1.3555649750855938,201.94874452305345,0
742,15962.314474710947,85.81753708463165,0,1.594858675923352,83.657997257721,5,4.814527115247654,4.241478410193738,0.04951304152028279,87.87359709862622,7,4741.850950031276,0.37146808004497456,6.086292459317226,315.94022525213813,0
104,8847.950936663718,97.15715567034978,4,0.8075676715168763,95.76912170960988,0,0.8156418649649427,5.417064153580572,0.00719633862818192,94.7940791290238,6,3074.719114765233,0.18893067648176567,1.5135254531364433,440.48877463778734,0
306,6711.436773319001,83.32369999219499,2,2.1681979566700282,94.4653042498219,10,4.127703457536772,6.200425662412533,0.06197788440423624,93.69949105370453,3,4501.110251183563,0.29392395914825076,5.50022817306426,282.6578951912792,0
340,6015.025428500024,99.67423166418304,4,1.0228134875535093,95.94772215208644,0,4.330470656826874,5.889315725987175,0.022468204906314928,81.12399909326018,4,3998.9953297091797,0.4608644468173788,6.3787819344938805,362.50797989081167,0
506,7486.618102449136,80.78723759639459,4,0.669002313830853,88.29082903777821,4,3.6813138388882005,4.999278704071983,0.0013519520103879024,87.39089785156621,3,2444.9115020520467,0.15825542073604115,2.722444108833139,161.48873853165,0
754,15035.335059936624,82.688668547391,4,0.5501956429032373,85.86389135209882,2,4.087655526022526,9.584420343366975,0.09872954242652827,83.459377522082,8,3195.8790356472787,0.4148743982929137,8.570569911111074,492.0823763613406,0
135,14764.602007264313,88.56703601137693,0,1.5399001496055584,83.09597068532364,5,2.1593519480623464,9.48444095359347,0.09238364290370243,88.96614876478668,8,4738.278791758937,0.23916346939489783,7.259470758105734,455.18620769355584,0
798,17096.054258492593,95.23779788754968,3,2.275830814577144,88.90909112178508,2,3.0371791044758236,4.602209673933619,0.0004287101416933559,89.40157192916169,8,1382.4251365568311,0.36939216835934185,7.127130942996266,137.8955873050518,0
358,19467.149808512175,86.32914261748833,4,1.1933407961288758,94.48070864520068,1,0.7228042681109859,8.142172561547778,0.008467773752032294,88.94643626001631,3,3705.9704536934414,0.4186568477807153,3.74312920733162,115.23979881031563,0
510,16892.81628550759,98.89414763344963,4,2.02589425968206,75.95346459359023,4,1.9242586857591988,8.96555601804923,0.013878281068026955,84.99847321946186,0,3823.4874270701316,0.23529331329308853,9.905090623526036,364.83888653834515,0
596,18409.845650118055,90.7644020373695,2,1.854309720014026,97.77064638622204,5,4.095160104181865,8.378632685911487,0.08062951619074916,87.1475163538874,6,4347.8366289746755,0.29586508529003114,7.661149392049545,423.03043770284506,0
724,11266.414689126495,93.89940266242951,1,1.489960071036188,86.29572157978653,10,2.30406398987677,6.083348078689326,0.008242957634737359,81.5230677105865,5,1947.03293839932,0.189137874714383,4.524004211733212,377.59346562797884,0
484,15790.30433553738,89.68346064326815,2,2.0691626487934025,76.36030946945093,6,0.3942778118898477,3.848436956364063,0.0032287365946468308,96.71175445036374,5,4460.876694088248,0.35055063853020574,1.0928561437316922,171.88896476485945,0
709,7129.579846414908,81.84899034074134,5,2.4338542148405002,99.38742215660956,0,4.3660582984671485,4.166992442568005,0.0008386481840437333,87.14519067525181,6,4124.105641232964,0.3644755730222238,5.010640922381892,458.836304301118,0
300,10285.624199144815,99.16276239608993,2,2.7780396624089607,95.2116505205372,6,3.2341801829876724,8.847315803456354,0.012485565317814041,89.43702110489622,5,4811.688574221756,0.10424769299078399,7.860851289792402,283.45062424263324,0
572,18068.06723394578,99.66681536828453,4,0.7413277566715213,81.64882512131575,4,4.447775572510032,6.236255071553644,0.09297600977376241,90.3524565202691,9,2848.936691393784,0.18819183814711407,6.334640255539506,242.55720705318967,0
250,16490.97164802954,84.83202552871526,2,2.7543618583649074,98.2640227106923,10,1.4080187455152466,2.9359058854591034,0.04659610916268312,95.91419438142778,0,1783.452019302064,0.11161158888188592,1.364918244836307,173.6476571846485,0
514,16826.71014879948,93.62564221064868,0,2.1873404708353816,75.65107421627782,7,1.7406376229730103,3.7476474194826075,0.013445056569625592,93.52593349582301,0,4071.467210687026,0.3293376174491403,5.150036468587457,202.500463668238,0
353,6660.808899894735,84.35175879863289,4,0.8861484726924749,91.31938598304117,3,3.3612059669827614,9.839522036518435,0.004754980218522587,86.95734265206256,4,3841.376954074989,0.39826673486241937,2.7156601095689368,491.13586170816797,0
259,18771.148282987262,83.98186839871852,0,2.862960791640098,92.67933523236277,9,0.7775682200434447,8.295723935739652,0.041129010964798186,81.84055392333427,8,2668.441365862436,0.45369517853361285,1.7571860917392255,340.3351339264339,0
153,9571.266430791999,84.34905864434472,0,0.9510434517932874,99.43846737605669,4,1.7159689922168093,7.1995522710529745,0.06796733552036614,88.48124240427556,6,3251.488301976028,0.4811817703668868,8.623808316450436,166.17707106149436,0
772,9222.817976223949,87.81834853682325,0,2.185412686029685,86.49987492737114,1,0.7744884274479247,3.459275186120978,0.08834855764079826,88.54823278414663,6,3278.250962659665,0.1924667837661661,6.645304705048142,341.1263288020519,0
609,9458.567115629257,96.89728170821017,4,0.9135324143469781,76.59322687555816,8,1.5725123777714138,9.135094185418808,0.06107074623297364,80.93992766605699,0,1303.9929760656373,0.4896459670954131,1.1312814183294486,262.1076032080629,0
198,16147.89798097405,93.74468686921367,2,2.1235478048542697,78.68696533409786,10,1.5507610615076317,9.588472003726082,0.07131347533722072,87.36024818466632,0,2600.491970681868,0.46913922765928295,6.580828366770502,283.5667290678199,0
437,13898.323551610765,88.18365174916977,5,1.07534218058913,87.47284863969185,3,3.154213907020233,7.149306938114988,0.057747933232802355,80.85437335335341,2,1630.5906517913077,0.3903287562716665,6.034207313047846,169.266778861335,0
679,13742.102526252344,88.92652719973123,1,2.3530191236859856,85.45392501068227,6,3.460337421355973,5.306907167551557,0.008110244101397856,96.48898476271424,4,2041.3543355960355,0.3565063012891545,8.614609190879014,175.9630027070025,0
132,18184.68350423401,89.48869828294349,0,2.728272165109998,84.27325715654933,0,3.5768526983378566,8.206634813717889,0.09808102639729745,89.61338072491793,5,1331.9023775615112,0.3166093526379881,5.487793758006636,328.8610765054299,0
329,14106.34368078131,86.2047056748941,4,2.3913061702441483,94.81620679768399,8,1.8759759588393936,5.384135619510505,0.027978758615470736,85.48287988150386,3,1988.2032766078037,0.32587157658403887,1.4141022186827317,267.9441704105839,0
758,10427.79639807708,91.54706802439335,3,2.0277226177697423,82.47592412005706,9,4.454075736807925,5.614152939165484,0.09794629756423821,81.29062039599539,9,1497.2772303826023,0.28939821412664957,9.244464681819174,391.42783828759684,0
116,9970.205106545762,81.62894425782318,4,1.2718521220423415,76.80250678317788,4,3.6142293767164455,6.344193834375967,0.013941698706559503,80.26150772771886,8,3363.779469326848,0.4902389022391652,6.488731544834412,381.2941545546056,0
319,7941.465691075894,85.85310195334816,5,1.5053564521833127,79.57323326496945,4,4.309074524115444,4.871400383056953,0.0912374891516527,95.64085499413909,2,3993.2011135455928,0.4992938894244324,2.325415817486907,176.2775594617811,0
280,9402.332348121825,96.56371738646905,3,1.1727888778431326,78.32058497263783,10,4.4382916423113805,5.619896599686162,0.005670514596673948,90.89392592895173,7,4985.7856693925505,0.3462457167216791,6.566304648312428,414.8639361146281,0
485,8864.108305005828,99.51203838313305,4,2.6612011654953234,95.78856419022452,7,1.3462809129949072,2.828228237041313,0.055557519778628696,88.77574866379744,4,4674.380524403628,0.4612112295177041,2.0812890416631618,315.4223309812464,0
203,14056.931794240816,96.43678645505805,2,2.117502617820076,99.03573351583594,7,4.734026505456645,4.765621638805812,0.042722152886230394,84.50606752726064,0,3746.6295441366674,0.33890902645753584,2.6747499847684466,489.8673229630511,0
345,10757.583245674692,82.5669985322939,2,1.6572971121099227,80.3910737881405,0,2.405898295560962,2.8773137719423865,0.03316089548899483,86.90900015692657,8,1061.1692562700382,0.3930256859483565,6.201231488669621,169.25139788742,0
